input,actual_output,expected_output,context,source_file
How do students add a text comment to a Canvas submission in Grades > Assignment?,,"Steps to add a text comment to a Canvas submission (Grades > Assignment):

1) Open Grades in Course Navigation.
2) Click the assignment title to open it.
3) On the Submission Details page, in the Add a Comment area, type your text comment.
4) If it’s a group submission, choose who to send the comment to:
   - Send comment to instructor only (individual grading)
   - Send comment to the whole group (group grading)
5) Click Save to submit the comment.

Tips:
- You can add emojis, attach files, or record media, but for a text-only comment, just use the Add a Comment area and Save.","Document Title: How do I add a comment to a submission as a student

How do I add a comment to a submission as a student? You can add comments to a submission by opening an assignment from the Grades page. You can add text comments, media comments, or attach files. You may also be able to add emojis. When adding a media comment, you can record or upload media. You can record media for any length of time, but shorter media recordings are recommended. If your media is longer than 15 minutes, you may want to consider recording and uploading using an external provider. Longer media recordings require more time to render and may be interrupted without a stable internet connection. Notes: The Safari browser does not support recording media. Please use Chrome or Firefox to record media comments. Recorded media files are stored in the Uploaded Media folder of your User Files. Learn how to view your user files .  Open Grades In Course Navigation, click the Grades link. Open Assignment Click the assignment title link. Add Comments In the Submission Details page, you can add comments to your assignment submission in the Add a Comment area . You can add comments on group assignments. You may also be able to add emojis, attach a file, record a media comment, or upload a media file. To submit a comment, click the Save button . Add Group Comments If your group assignment submission is being graded as a group, all comments left on a group assignment submission are sent to the instructor and the whole group . If your group assignment submission is being graded individually, you have commenting options. To send your comment to your instructor, select Send comment to instructor only . To send your comment to your instructor and the whole group, select Send comment to the whole group . Add Emoji If enabled by your instructor, you can add emojis to submission comments. To select an emoji, click the Emoji icon . To use a recently used emoji, click the emoji from the recently used menu . Attach File To attach a file as a comment, click the Attach File link . Click the Choose File button . Select a file using your browser's file selection process. Note: To upload multiple files, click the Attach File link again. View the name of your file . To save the file as a comment, click the Save button . Add Media Comment On the Submission Details page, click the Media Comment link. Open Record Media By default, the Record Media tab displays in the Studio Capture window. Select Mic and Webcam Options The media recorder connects to your computer's default microphone and web cam. To change your microphone settings, click the Mic button . Then select from the displayed options . To change your webcam settings, click the Webcam button . To disable video recording, select the No Video option . Record Media Click the Start Recording button. A count down begins. Finish Media Recording The media recorder displays the length of your current recording . To restart your recording, click the Start Over button . To finish your recording, click the Finish button . Preview and Save Media To preview your recorded media, click the Play button . To title your media, enter a title in the File name field . To save your recorded comment, click the Save Media button . View Media Comment Your recorded media comment displays on the Submission Details page . To view the recorded media, click the Play button .",
How do I view learning outcomes and mastery details on the Grades page in Canvas LMS?,,"1) Open Grades in your course navigation.  
2) On the Grades page, click the Learning Mastery link.  
3) In the Learning Mastery tab, review the Outcomes Overview (shows outcome groups and your mastery summary).  
4) To see more of a group, click the down arrow or the group name to expand it.  
5) (Optional) Click the Print Grades button to print your outcomes results.  
6) Expand outcome groups as needed: use the expand/collapse icons to expand all groups at once or expand individual groups.  
7) For each outcome, view the name and, if available, hover over the information icon for details; a mastery icon indicates your status. Click the arrow icon to view outcome alignments.  
8) Click the information window to see the assessment date, your mastered level, the calculation method, and a calculation example.  
9) To view alignments, click the arrow icon to see the linked items (assignments, etc.) and your mastery level for each item. Note that not all items may be aligned to an outcome.  
10) To view standard Assignments grades, click the Assignments link. You can toggle between Assignments and Learning Mastery at any time.  
11) If you have multiple courses, switch courses using the Grades course drop-down menu to view grades for another course.","Document Title: How do I view my Learning Mastery scores in the Grades page

How do I view my Learning Mastery scores in the Grades page? Learning Mastery scores are used by your instructor to measure performance based on classroom standards, or outcomes. Outcome scores may be tied to assignments and other items throughout Canvas. If your Grades page shows Assignments and Learning Mastery tabs on the Grades page, you can view standards-based scores in the Learning Mastery tab.  Open Grades In Course Navigation, click the Grades link. Open Learning Mastery Link On the Grades page, click the Learning Mastery link. View Outcomes Overview In the Learning Mastery tab, you can view overall details about the outcomes available in your course. Grades will show you the name of each outcome group , as well as the outcome summary . The outcome summary displays the number of outcomes you have mastered on the left, while the the total number of outcomes within the group are shown on the right. Click the down arrow  or the name of the outcome group to expand the overall achievement for the entire outcome group. Click the Print Grades button  to print your outcomes results. Expand Outcome Group You can expand each outcome to view all outcomes within the group. You can use the expand and collapse icons  to expand and collapse all outcome groups at once. You can also expand outcome groups individually by clicking the name of an outcome group  or the down arrow . View Outcomes When an outcome group is expanded, each outcome is displayed with the outcome name . To view more information about an outcome, hover over the information icon . Each outcome also displays an icon indicating mastery . To view information about outcome alignments, click the arrow icon . View Outcome Information The information window displays the assessment of the outcome. You can view the date for the most recent assessment of the outcome  and the assessed mastery level . You can also view the calculation method for the outcome  and an example of the calculation method . View Alignments Alignments are the assignments and other Canvas items that are linked to an outcome. These alignments show what course assignments you participated in to earn your score. Not all items may be aligned to an outcome. To view alignments for an outcome, click the arrow icon. Each outcome displays a link for each aligned item , as well as your assessed mastery level for each aligned item . Change Gradebook To view the standard Assignments grades page for your course, click the Assignments link . You can toggle between assignments and outcome scores at any time. If you have more than one course, you can view grades by selecting another course name in the grades course drop-down menu .",
"Where's the Grades page in Canvas, and what do the icons/colors indicate?",,"Step-by-step to find Grades and what the icons/colors mean

1) Open Grades
- In your Canvas course, select Grades from the course navigation on the left.

2) Submission type icons (what you’ll see next to each assignment)
- Document Icon: a file upload submitted, not graded
- Text Icon: a text entry submitted, not graded
- New Quiz Icon / Quiz Icon: new or edited quiz submitted, not fully graded and may require manual grading
- Discussion Icon: graded discussion submitted, not yet graded
- Link Icon: a URL submitted, not graded
- Visibility Icon: score hidden while grading
- Media Icon: a media recording submitted, not graded
- Dash (sometimes): some external tool submissions may show a dash after submitting

3) Submission details (icons that appear after grading starts)
- Blue dot: instructor has graded or is grading this assignment
- Dot disappears after you navigate away or refresh
- Additional icons you may see:
  - Check Plus Icon: scoring details
  - Rubric Icon: rubric details
  - Discussion Icon: assignment comments

4) Grading types (how grades are shown)
- GPA: GPA scale
- Letter: letter grade
- Percentage: percentage grade
- Dash: no submission or not counted toward final grade
- Check Icon: complete grade
- Grade Info Icon: points earned do not count toward final grade
- Number: points earned shown as a number
- EX: Excused (not submitted but not counted toward grade)
- X Icon: Incomplete

5) Colors (what gray text means)
- Gray text: the assignment has been dropped from its group calculation and does not factor into your total score

6) Status (late or missing indicators)
- Missing: not submitted by the due date
- Late: submitted after the due date
- Some institutions may show custom statuses

7) Originality Report (if your instructor uses originality tools)
- View by clicking the Originality Report icon
- Icon color indicates the percentage of text matched
- Timer icon means the originality check is still running

8) Quick troubleshooting tips
- If you don’t see expected icons, refer to the legend above for what each icon means
- External tool submissions may show a dash after submission even when you’ve submitted
- If grading isn’t showing yet, look for the blue dot; it may disappear after you navigate away or refresh

If you need more detail on a specific icon, tell me the icon you’re seeing and I’ll explain its meaning precisely.","Document Title: How do I use the icons and colors in the Grades page

How do I use the icons and colors in the Grades page? There are different icons on the Grades page. Depending on the type of assignment submission, grading rules, and comments, you will see different icons.  Submission Type Icons The following icons represent different assignment submission types on your Grades page: Document Icon : File upload submitted, not graded Text Icon : Text entry submitted, not graded New Quiz Icon : New Quiz submitted, not fully graded (contains questions that must be manually graded, or an auto-submitted quiz score has been deleted and needs to be reassigned); can also display if a quiz has been edited and includes major changes that affect the quiz score, such as deleting questions or deleting quiz answers, and requires a grader to manually resolve Discussion Icon : Graded discussion submitted, but not graded Link Icon : A URL has been submitted, not graded Visibility Icon : Score is hidden while instructor is grading; you will not be able to view your grade, submission comments, or quiz responses until your instructor posts grades for the assignment Quiz icon : Quiz submitted, not fully graded (contains questions that must be manually graded, or an auto-submitted quiz score has been deleted and needs to be reassigned); can also display if a quiz has been edited and includes major changes that affect the quiz score, such as deleting questions or deleting quiz answers, and requires a grader to manually resolve Media Icon : Media recording submitted, not graded Note: Some external tool assignments may display a dash instead of a submission icon after you submit the assignment. Submission Details Icons When your instructor grades your assignment, the grades page displays a blue dot next to the assignment . The indicator disappears when you navigate away or refresh the page. Assignment updates may also include additional icons representing submission details: Check Plus Icon : Scoring details Rubric Icon : Rubric details Discussion Icon : Assignment comments Grading Types Each grading type shows up differently on the Grades page. Here you can see how each grading type is represented: GPA : GPA scale Letter : Letter grade Percentage : Grade shown as a percentage Dash : No submission Check Icon : Complete grade Grade Info Icon : Points earned from this assignment do not count toward your final grade Number : Grade shown by number of points EX : Excused assignment; this assignment cannot be submitted but does not factor into your overall grade X Icon : Incomplete grade Note: A dash may still display in the Grades page after you submit an assignment for an external tool assignment. Colors When an assignment's details display in gray text, this assignment has been dropped as part of an assignment group calculation and does not factor into your total score. Status The status column displays labels for assignments that are late or missing. If an assignment has not been submitted by the due date, it is identified as missing . If an assignment was submitted after the due date, it is identified as late . Note: Depending on your institution, custom statuses may display. Originality Report If your instructor uses an originality tool, you may be able to view an originality report for your submissions. To view the originality report, click the Originality Report icon . The icon color indicates the percentage of text matched by the originality tool. A timer icon indicates the originality tool is still checking your submission .",
How do I test What-If scores for upcoming or resubmitted assignments in Canvas Grades?,,"Step-by-step instructions to test What-If scores in Canvas Grades:

1) Open Grades
- In Course Navigation, click Grades.

2) Choose the grade view
- By default, the sidebar checkbox “Calculate based only on graded assignments” is selected.
- To view the total grade (includes ungraded), deselect this checkbox.
- Note: Current vs. total grade may display as points or percentages depending on your course; instructors may restrict viewing.

3) (Optional) Change grading period
- If your instructor uses grading periods, use the Grading Period drop-down and click Apply.

4) Find the target assignment
- Locate the upcoming or resubmitted assignment and click its score cell.

5) Enter a What-If score
- Type a hypothetical score for the assignment.

6) View What-If results
- The Grades page updates to show the What-If total/grade.

7) Revert if needed
- To remove the What-If score, click Revert to Actual Score.

8) Review saved What-If data
- To view previously tested What-If scores, click Show Saved What-If Scores.

Notes:
- What-If scores simulate updates to current and final grades.
- Depending on your course, grades may display as points or percentages.
- Your instructor may restrict access to current/final grades.
- If enabled by your institution, you may only see qualitative data (e.g., letter grades).","Document Title: How do I approximate my assignment scores using the What If

How do I approximate my assignment scores using the What-If Grades feature? As a student, you can view your grades based on What-If scores so that you know how grades will be affected by upcoming or resubmitted assignments. You can test scores for an assignment that already includes a score, or an assignment that has yet to be graded. Notes : What-If scores simulate updates to your current and final grades. Depending on the grade calculation for your course, your grades may display as a point value or as a percentage. Your instructor may restrict you from viewing your current and/or final grades. If enabled by your institution, you may only have the ability to view qualitative data, such as letter grades and grading comments.  Open Grades In Course Navigation, click the Grades link. View Current or Total Grade View your existing grades to see how approximating scores will affect your grade. If available, your current grade is displayed in the sidebar . The current grade is calculated by adding up the graded assignments according to their weight in the course grading scheme and applies when the Calculate based only on graded assignments checkbox  is selected in the sidebar. This checkbox is selected in the sidebar by default. If you want to view your total grade, deselect the sidebar checkbox. Your grade will be calculated based on both graded and ungraded assignments. View Grading Periods If your instructor is using grading periods, the grades page defaults to the current grading period. To change grading periods, click the Grading Period drop-down menu . Click the Apply button . Test Assignment Score Locate the assignment and click the score cell. Enter What-If Score Enter a hypothetical score for the assignment. View What-If Grades The Grades page updates the total score with the What-If grade. Revert to Actual Score To revert your What-If score to your actual score, click the Revert to Actual Score button. Show Saved What-If Scores To view your grades using any What-If scores you've ever tested in your course, click the Show Saved What-If Scores button.",
How to view grades in a concluded Canvas course?,,"Step-by-step instructions to view grades in a concluded Canvas course:

1) Open Canvas and go to Global Navigation > Courses > All Courses.
2) Under Past Enrollments, click the concluded course name.
3) In the course, click Grades in the Course Navigation.
4) View your grade (it may be shown as a point value or a percentage, depending on the course setup).

If you can’t see the grade totals:
- Note that the instructor may restrict viewing grades, or your institution may restrict access to concluded courses.
- Confirm with your instructor or institution whether you have permission to view grades for that course.

Optional: If you can view grades from an active course, you may also open an active course and click Grades to see the same information (if allowed).","Document Title: How do I view my grades in a concluded course

How do I view my grades in a concluded course? You may be able to view your grades for courses that have ended. Depending on the grade calculation for your course, your total grade may display as a point value or as a percentage. If viewable, concluded course grades can also be viewed from any active course. Notes : Your instructor may restrict you from viewing grade totals. Some institutions may restrict the option to view concluded courses.  Open Courses In Global Navigation, click the Courses link , then click the All Courses link . Open Concluded Course Under the Past Enrollments heading, click the name of your concluded course. Open Grades In Course Navigation, click the Grades link. View Grades View your grades in your concluded course.",
Where in Canvas Grades page can I view current grades and grading periods?,,"Step-by-step instructions to view current grades and grading periods in Canvas Grades page:

1) Open the course and go to Grades
- From the course (e.g., Homeroom), click the Grades tab.

2) View current grades
- The Grades page displays all current grades for course assignments. If allowed by the instructor, the total subject grade will also display.

3) Filter by grading periods
- If grading periods are enabled at your institution, use the Grading Period dropdown to switch views. By default, the page shows the current grading period.

4) View all grading periods (optional)
- To see how each period contributed, select All Grading Periods. If periods are weighted, the weights will display.

5) See details for a specific item (optional)
- Click a subject name or an assignment to view more details, including scores, due dates, feedback, and rubrics.","Document Title: How do I view my grades in a current subject in Canvas for

How do I view my grades in a current subject in Canvas for Elementary?
This lesson shows you how to view your grades in a current subject in Canvas for Elementary. If your course appears differently than this lesson, follow the guide on
how to view your grades in a current course
in Classic Canvas.
The Grades page in a course displays all current grades for all course assignments. You can also view scoring details, comments, and rubrics. If your institution has enabled grading periods, you can also filter grades by grading period.
If you have any courses that have concluded and are able to access their content, you can view those grades from any active course. You can also
view concluded course grades
from the Global Navigation Menu.
Note:
Some details in the Grades page, such as scoring details and the total grade, may be restricted in your course.
Open Subject Grades
From the Homeroom, click the
Grades
tab [1].
If allowed by your instructor, your total subject grades display [2].
To view grade details for a subject, click the subject name [3].
Note:
If your instructor has hidden total subject grades, dashes display in place of the total subject grade [4].
View Subject Grades
If your institution has enabled grading periods, you can view grading periods using the
Grading Period
dropdown [1].
If allowed by your instructor, your overall subject grade displays [2].
To view assignment group totals, click the
View Assignment Group Totals
arrow [3].
By default, grades are sorted chronologically by assignment due date.
You can view the name of the assignment [4], the assignment due date [5], the assignment group [6], and your assignment score and total assignment points [7]. You may also view whether the assignment includes unread scoring details or comments [8].
A dash icon in the score column indicates grades have not been posted [9]. Once the assignment is graded, the icon will be replaced by your score.
If grading feedback has been added to your submission, you can view feedback by clicking the assignment's
View Feedback
link [10].
The submission status displays below the assignment name [11].
View Grading Periods
If your institution has enabled grading periods, you can view your grades according to grading period. By default the Grades page displays the current grading period [1]. If an assignment does not include a due date, it will display as a part of the last grading period.
If your course includes weighted assignment groups, assignment groups may vary depending on which grading period you are viewing. An assignment group displays if the group has at least one assignment due in the selected grading period.
When grading periods are weighted and you select the
All Grading Periods
option [2], the weights of each grading period display.
View Assignment Groups
Assignment groups allow instructors to organize assignments, discussions, and quizzes into groups and apply specific grading rules or weights to those groups. You can view the percentage score you've earned for each group [1]. If you have not been graded on assignments in an assignment group, a percentage does not display [2].
Note:
Assignment group percentages may be restricted by your instructor.
Open Feedback
If your instructor has left feedback, you can view feedback by clicking the
View Feedback
link.
View Submission Details
The Submission Details page displays submission information and submission feedback.
You can view your submission date and time [1] and your overall submission grade [2].
If a rubric was used to grade the assignment you can view the rubric by clicking the
Show Rubric
link [3].
If your instructor added assignment comments, comments display in the sidebar [4]. You can can
add submission comments
using the
Add a Comment
field [5].
If your instructor has added annotation feedback comments,
use DocViewer to view submission feedback
[6]. If DocViewer does not automatically display, you may need to click the View Feedback link.
If you are allowed to add a new submission to the assignment, the
Re-Submit
button or
New Attempt
button may display [7].
To return to the subject, click the
Back to Subject
button [8].
View Rubric|Document Title: How do I view my grades in a current subject in Canvas for

If you are allowed to add a new submission to the assignment, the
Re-Submit
button or
New Attempt
button may display [7].
To return to the subject, click the
Back to Subject
button [8].
View Rubric
If you selected to view the rubric evaluation, the rubric details display.
If multiple graders used the rubric to score your assignment, you can view the rubric evaluation from a particular grader using the
Show Assessment By
dropdown menu [1].
The rubric displays rubric criteria [2], assigned ratings [3], awarded and total points for a criteria [4], and the total rubric score [5].
To close the rubric, click the
Close
icon [6].
Note:
The total rubric score may be restricted by your instructor.
View Late Submission
Your instructor may enforce an automatic late policy in your course.
Any assignments submitted after the due date displays a Late label [1].
The late policy automatically deducts a percentage of the grade from the total score. View your grade, the late penalty deduction, and the final grade [2].
View Grade Info
If the assignment does not count toward the final grade, a message displays. You should still submit this assignment unless it has been excused by your instructor.
Change Gradebook
If the Learning Mastery Gradebook has been enabled for students, you can view your standards-based scores in the
Learning Mastery
tab.",
How to open LM tab on the subject Grades page to view outcomes?,,"1) Open Canvas and go to the Homeroom. Click the Grades tab [1].  
2) In the Grades page, click the subject name [2] to view that subject’s details.  
3) On the subject page, click the Grades tab [1], then click the Learning Mastery tab [2].  
4) View Outcomes Overview in the Learning Mastery tab: see the outcome groups [1], the summary [2], and expand a group by clicking the down arrow [3].  
5) View individual outcomes: each outcome shows its name [1], an information icon [2], and a mastery icon [3]. To see outcome information, click the information icon; to view alignments, click the arrow icon [4].  
6) View Alignments: for each outcome, use the links for aligned items [2] and check your assessed mastery per item [3].  
7) To return to standard grades, click the Assignments link and you can toggle between Assignments and Learning Mastery at any time.  
8) Troubleshooting (if LM tab isn’t visible): ensure the subject Grades page shows both Assignments and Learning Mastery tabs; if not, Learning Mastery may not be enabled for that course—contact your instructor or Canvas admin.","Document Title: How do I view my Learning Mastery scores for a subject in Canvas

How do I view my Learning Mastery scores for a subject in Canvas for Elementary?
Learning Mastery scores are used by your instructor to measure performance based on classroom standards, or outcomes. Outcome scores may be tied to assignments and other items throughout Canvas.
If your subject Grades page shows Assignments and Learning Mastery tabs on the Grades page, you can view standards-based scores in the Learning Mastery tab.
Open Subject
From the Homeroom, click the
Grades
tab [1].
To view grade details for a subject, click the subject name [2].
View Subject's Learning Mastery Gradebook
Click the
Grades
tab [1]. Then click the
Learning Mastery
tab [2].
View Outcomes Overview
In the Learning Mastery tab, you can view overall details about the outcomes available in your course. Grades will show you the name of each outcome group [1], as well as the outcome summary [2]. The outcome summary displays the number of outcomes you have mastered out of the total number of outcomes within the group.
Click the down arrow [3] or the name of the outcome group to expand the overall achievement for the entire outcome group.
View Outcomes
When an outcome group is expanded, each outcome is displayed with the outcome name [1]. To view more information about an outcome, hover over the information icon [2].
Each outcome also displays an icon indicating mastery [3].
To view information about outcome alignments, click the
arrow
icon [4].
View Outcome Information
The information window displays the assessment of the outcome.
You can view the date for the most recent assessment of the outcome [1] and the assessed mastery level [2].
You can also view the calculation method for the outcome [3] and an example of the calculation method [4].
View Alignments
Alignments are the assignments and other Canvas items that are linked to an outcome. These alignments show what course assignments you participated in to earn your score. Not all items may be aligned to an outcome.
To view alignments for an outcome, click the
arrow
icon [1].
Each outcome displays a link for each aligned item [2], as well as your assessed mastery level for each aligned item [3].
Change Gradebook
To view the standard grades page for your course, click the
Assignments
link. You can toggle between assignments and outcome scores at any time.",
"How do I view Modules when the Modules link is hidden, via Syllabus or Course Home Page?",,"1) Open the course in Canvas.  
2) If the Modules link is hidden, open the Syllabus or Course Home Page from the left navigation.  
3) In Syllabus: find an item that corresponds to a module (module item name) and click it to view the content.  
4) In Course Home Page: look for module items or a module list and click an item to view its content.  
5) To move through the module, use the Next and Previous buttons at the bottom; you can hover these buttons to see the next/previous item names.  
6) If a module or item is not accessible (grayed out or a Locked icon): the module/item is not yet available; wait for unlock date or complete required items to progress.  
7) Note: If an item is unpublished (e.g., an unpublished quiz), you won’t see points or questions until it’s published.  
8) If you still can’t access content, refresh the page or contact your instructor for access details.","Document Title: How do I view Modules as a student

How do I view Modules as a student? Some instructors will use modules to organize the course. Modules control the entire flow of the course, along with its content. Note : Your instructor may choose to hide the Modules link in Course Navigation. If the Modules link is not available, you can still access Module items through other areas of Canvas, such as the Syllabus or Course Home Page. Alternatively, your instructor may choose to hide all Course Navigation links except for Modules. If other Course Navigation links are not available, your instructor wants you to navigate the course using Modules.  Open Modules In Course Navigation, click the Modules link. View Modules In Modules, you can view all the modules in your course. Modules are organized by order of progression. Modules house the content items within each module. To expand or collapse all modules, click the Expand All/Collapse All button . To expand or collapse individual modules, click the module Expand or Collapse arrows . If you choose to collapse or expand one or more modules, the Modules Index Page retains the state of each module. Notes: The Collapse All button displays if one or more modules are expanded. The Expand All button displays if all modules are collapsed. The Modules page supports keyboard shortcuts. To view a window with a list of keyboard navigation shortcuts, press the Shift+Question Mark keys simultaneously on your keyboard. View Locked Module Your instructor may lock a module until a specified date. Locked modules display a Locked icon  and an unlock date . View Module Icons Modules can be filled with different types of content. Each module item also includes an icon with its type: Page : a page of content to read Discussion : a course discussion Quiz : a course quiz Assignment : a course assignment Link or External Tool : an external link or tool to view outside of the course File : a file to download or view View Requirements If a module includes requirements, the header shows whether you are supposed to complete all requirements or select one requirement . Next to the module item, you can view the type of requirement necessary to complete the module item . You must complete all required module items before you can progress to the next module. Some modules may require you to complete the module items in order. Depending on the module item type, requirements include up to five options: View : You must view the item. Mark as done : You must mark the module item as done before you can progress to the next item. Contribute : You must post a reply to the discussion topic or contribute content to a page. Submit : You must submit the assignment, graded discussion, or quiz. Score at least X : You must submit the assignment with a minimum of the shown score. View Progression Icons Module items can also be used to show progression through a module. Modules and/or module items that are not available to you are grayed out. For any module icon, you can hover over the icon and view the message for the requirement. Icon meanings may change depending on if your course is using requirements: Orange dash icon : when next to a module item, the module item is overdue. When next to the module heading, the module requirements have not been met. Green check mark : the module item has been completed. For requirements, this icon means the module requirement has been met. Blue info icon : the module item has been submitted, but has not yet been graded. Options label : the module item requires you to choose an assignment path before additional module items can be displayed. White circle : the module item has not been started. Lock icon : the module is locked until a future date. For prerequisites, this icon means the previous module has not been completed so it cannot be viewed. Lock message : the module may contain additional information that cannot be accessed until the name of the assignment in the message is graded. View Individual Module Item Each module contains module items. Each item includes the module item name . Items will display the due date (if any) , and the number of points the assignment is worth . If a To-Do date was added to a non-graded item, the|Document Title: How do I view Modules as a student

items. Each item includes the module item name . Items will display the due date (if any) , and the number of points the assignment is worth . If a To-Do date was added to a non-graded item, the date will display next to the module item . Note: If your instructor has placed an unpublished quiz in the module, you will not be able to see the points possible or the quiz questions until the quiz has been published. Open Module Item To begin a module, click the first item in the module. Navigate Module You can advance through module items or return to previous modules using the progression bar at the bottom of the page. To advance to the next module item, click the Next button . To return to a previous module item, click the Previous button . You can view the name of the next or previous module item by hovering over the Next or Previous button, respectively. Note: If your instructor has enabled MasteryPaths for your course and an assignment is processing, the Next button in the modules progression bar indicates that you should refresh the page. This change notifies you about progressing to the next module item.",
What are the steps to mark a module item as Done in Canvas LMS?,,"1) In Canvas, open Modules in Course Navigation.
2) Open the content page that has the module requirement.
3) Click Mark as Done.
4) Confirm Done – the button changes to Done.
5) To unmark, click the Done button (it returns to Mark as Done).

Notes:
- Marking the page as done removes its associated to-do item from the to-do list and marks the item as complete in the Dashboard List View.
- You may be able to mark online or external tool submissions as done, but you must still submit the assignment for your instructor to grade.","Document Title: How do I mark a module item as done for a module requirement

How do I mark a module item as done for a module requirement? Your instructor may require you to mark a module page or assignment as completed before you can progress to the next item in the module. Marking a content page as done means that you understand the course material in the content page and are ready to progress to the next item. Additionally, when you mark a content page as done, its associated to-do item is removed from the to-do list and the item displays as complete in the Dashboard List View. Note: You may be able to mark online or external tool submission assignments as done. However, you must still submit the assignment for your instructor to grade.  Open Modules In Course Navigation, click the Modules link. Open Content Page Click the name of the content page with the requirement. Mark Done Click the Mark as Done button. Confirm Done When you mark the page as done, the button changes from Mark as Done to Done. Unmark Page If you want to unmark the page as done, click the Done button. The button will turn back into the Mark as Done button.",
How do I navigate to the 'Choose Assignment Group' option in Modules and select an assignment correctly?,,"1) Open Course Navigation > Modules.
2) Find the current module and click Choose Assignment Group.
3) In the assignment options, locate the desired assignment and click Select.
4) Note: You cannot change the assignment after selecting—make sure you choose correctly before clicking Select.
5) Canvas will verify your selected assignment. To move to the next assignment, click the assignment link.
6) If you see an error on the link, go back to Course Navigation > Modules and click the Modules link to access the assignment.
7) You can also view your next assignment from the Modules page.","Document Title: How do I choose an assignment path in a module

How do I choose an assignment path in a module?
If your Modules page asks you to choose an assignment group, you need to choose which assignment(s) you want to select before you can progress to the next assignment.
Open Modules
In Course Navigation, click the
Modules
link.
Choose Assignment Group
Locate the current module and click the
Choose Assignment Group
link.
Select Assignment
View the assignment options. Locate the assignment you want to select and click the
Select
button.
Note:
Once you select an assignment, you cannot select a different assignment.
View Selected Assignment
Canvas will verify your selected assignment. To move to the next assignment, click the assignment link.
Note:
If the link generates an error message, you can access the assignment by clicking the Modules link in Course Navigation.
View Modules
In the Modules page, you can also view your next assignment.",
"How to export Canvas course to HTML offline, and where is index.html after ZIP extraction?",,"Step-by-step instructions to export a Canvas course to HTML offline and locate index.html after extraction:

1) Check eligibility
- Offline HTML is available if your institution has enabled it, and only in the browser version on a computer. You can’t interact with assignments or submissions offline.

2) Open Modules
- In Course Navigation, click Modules.

3) Export the course content
- Click the Export Course Content button.

4) Download the ZIP
- The course exports as a ZIP file. Stay on the page until the download completes, or you may leave and receive an email with the download link.

5) View export history
- After completion, open the Exported Package History page to see the latest export. Click the date to re-download if needed.

6) Extract the ZIP
- Locate the downloaded ZIP file on your computer.
- Mac: double-click to extract.
- Windows: right-click → Extract All.

7) Locate index.html
- Open the extracted course folder.
- Find and open index.html to view the offline course content in your default browser.

8) Use offline content
- Browse content within the HTML file. Use Next to move to the next item.
- Notes: embedded media can be viewed; online-only links show an external icon; discussions/descriptions may be included, but discussions and quizzes aren’t interactive offline.

9) Troubleshooting
- If you don’t see Export Course Content, offline content may be unavailable for this course.
- If content is missing or locked by modules/dates, offline content won’t include those items.
- If the course is concluded, offline content cannot be downloaded.
- If you need updated content, re-export the course; offline exports reflect content as of the export time.","Document Title: How do I view course content offline as an HTML file as a

How do I view course content offline as an HTML file as a student? If your institution has enabled offline content, you can view your course offline as an HTML file. You can download the HTML file from the Modules page and view any content available in each module. Currently HTML files can only be generated in the browser version of Canvas and are only supported on a computer. HTML offline content is for offline viewing only; you cannot interact with course content directly, such as completing an assignment or viewing any submissions. In the HTML file, you can view assignment details, availability dates, and point values. Discussions and quizzes only include the description. All discussion replies (graded or ungraded) are considered submissions and must be viewed online. Additionally, you can view any embedded media files in the HTML file. If a link can only be accessed online, the link includes an external icon identifying the content as online only. Content items within modules are available if you have permission to view them. However, content items locked by modules or by date are not included in offline content and show that the content is not available. Offline downloads include all content from the course at the time of the download. You will need to download the course each time you want to view updated course content. After the initial download, the export page shows the history of each download, and the Modules page shows the last time the content was exported. User Guidelines When exporting course content, you may not reproduce or communicate any of the content in the course, including exported files, without your institution's prior written permission. Please be aware of your institution's online user agreement guidelines. Notes : If your Course Home Page is set to Modules, you can export course content from the Course Home Page. Offline content cannot be downloaded once a course is concluded. If your course does not allow access to the Modules page, or if your course Modules page does not display the Export Course Content button, offline content is not available in your course. However, your institution may allow you to export course content as an ePub file .  Open Modules In Course Navigation, click the Modules link. Export Course Content Click the Export Course Content button. Export Course The course will download to your computer as a ZIP file. If you remain in the page until the download is complete, the file will download directly to your computer. If you leave the page, you'll receive an email notification when the course download is complete. You can use a link in the email to download the file. View Export History When the export is complete, the Exported Package History page shows the most recent export. To download the export again, click the date of the export. If you export the course again at a later date, the most recent export will always display in the page, along with previous exports. Open ZIP File Once the file has been downloaded, locate the ZIP file on your computer . Double click the file to open it (MAC users) or right-click the file and select Extract All (PC users). When the file expands, open the course folder  and open the index.html file . Open Course Content The HTML file will open in your default browser. Offline downloads include all content from the course at the time of the download . You will need to download the course each time you want to view updated course content. If any content can only be accessed online, the content link includes an external icon identifying the content as online only . To view course files, click the Files link . To open course content, click the name of the content . View Course Content View the content in the course file. To view the next content item in the module, click the Next button . To return to the main Modules page, click the name of the course in the page footer .",
